municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-12 12:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-12 13:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-12 14:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-12 15:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-12 16:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-12 17:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-12 18:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-12 19:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-12 20:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-12 21:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-12 22:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-12 23:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 00:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 01:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 02:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 03:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 04:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 05:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 06:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 07:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 08:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 09:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 10:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 11:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 12:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 13:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 14:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 15:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 16:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 17:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 18:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 19:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 20:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 21:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 22:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-13 23:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 00:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 01:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 02:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 03:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 04:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 05:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 06:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 07:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 08:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 09:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 10:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 11:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 12:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 13:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 14:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 15:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 16:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 17:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 18:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 19:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 20:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 21:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 22:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-14 23:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 00:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 01:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 02:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 03:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 04:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 05:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 06:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 07:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 08:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 09:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 10:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 11:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 12:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 13:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 14:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 15:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 16:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 17:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 18:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 19:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 20:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 21:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 22:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-15 23:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 00:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 01:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 02:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 03:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 04:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 05:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 06:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 07:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 08:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 09:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 10:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 11:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 12:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 13:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 14:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 15:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 16:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 17:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 18:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 19:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 20:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 21:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 22:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-16 23:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 00:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 01:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 02:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 03:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 04:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 05:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 06:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 07:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 08:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 09:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 10:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 11:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 12:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 13:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 14:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 15:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 16:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 17:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 18:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 19:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 20:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 21:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 22:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-17 23:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 00:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 01:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 02:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 03:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 04:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 05:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 06:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 07:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 08:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 09:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 10:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 11:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 12:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 13:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 14:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 15:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 16:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 17:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 18:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 19:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 20:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 21:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 22:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-18 23:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 00:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 01:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 02:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 03:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 04:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 05:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 06:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 07:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 08:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 09:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 10:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 11:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 12:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 13:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 14:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 15:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 16:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 17:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 18:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 19:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 20:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 21:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 22:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-19 23:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 00:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 01:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 02:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 03:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 04:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 05:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 06:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 07:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 08:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 09:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 10:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 11:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 12:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 13:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 14:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 15:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 16:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 17:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 18:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 19:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 20:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 21:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 22:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-20 23:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-21 00:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-21 01:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-21 02:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-21 03:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-21 04:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-21 05:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-21 06:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-21 07:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-21 08:00:00.0;0.00
ÁGUAS LINDAS DE GOIÁS;520025803A;GO;Prefeitura;-15.754;-48.262;2015-06-21 09:00:00.0;0.00
